# number of rays:      11
# iteration   EID   ray    X              A              Y              B              T              D
         1     4     10  0.1036092E-02  0.2667273E-03  0.0000000E+00  0.0000000E+00  0.1692745E-02  0.1000000E-02

         1     5      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     5      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     5      2  0.1619279E-02  0.4604653E-04  0.0000000E+00  0.0000000E+00 -0.3824494E-03  0.0000000E+00
         1     5      3  0.2428951E-02  0.6909229E-04  0.0000000E+00  0.0000000E+00 -0.5736889E-03  0.0000000E+00
         1     5      4  0.3238646E-02  0.9215305E-04  0.0000000E+00  0.0000000E+00 -0.7649383E-03  0.0000000E+00
         1     5      5  0.4048363E-02  0.1152288E-03  0.0000000E+00  0.0000000E+00 -0.9561976E-03  0.0000000E+00
         1     5      6  0.4858102E-02  0.1383196E-03  0.0000000E+00  0.0000000E+00 -0.1147467E-02  0.0000000E+00
         1     5      7  0.5667864E-02  0.1614253E-03  0.0000000E+00  0.0000000E+00 -0.1338746E-02  0.0000000E+00
         1     5      8  0.6477648E-02  0.1845461E-03  0.0000000E+00  0.0000000E+00 -0.1530035E-02  0.0000000E+00
         1     5      9  0.7287454E-02  0.2076819E-03  0.0000000E+00  0.0000000E+00 -0.1721334E-02  0.0000000E+00
         1     5     10  0.1076081E-02  0.2667412E-03  0.0000000E+00  0.0000000E+00  0.1725351E-02  0.1000000E-02

         1     6      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     6      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     6      2  0.1630790E-02  0.4604653E-04  0.0000000E+00  0.0000000E+00 -0.3824495E-03  0.0000000E+00
         1     6      3  0.2446224E-02  0.6909229E-04  0.0000000E+00  0.0000000E+00 -0.5736892E-03  0.0000000E+00
         1     6      4  0.3261684E-02  0.9215305E-04  0.0000000E+00  0.0000000E+00 -0.7649389E-03  0.0000000E+00
         1     6      5  0.4077170E-02  0.1152288E-03  0.0000000E+00  0.0000000E+00 -0.9561985E-03  0.0000000E+00
         1     6      6  0.4892682E-02  0.1383196E-03  0.0000000E+00  0.0000000E+00 -0.1147468E-02  0.0000000E+00
         1     6      7  0.5708220E-02  0.1614253E-03  0.0000000E+00  0.0000000E+00 -0.1338748E-02  0.0000000E+00
         1     6      8  0.6523784E-02  0.1845461E-03  0.0000000E+00  0.0000000E+00 -0.1530037E-02  0.0000000E+00
         1     6      9  0.7339375E-02  0.2076819E-03  0.0000000E+00  0.0000000E+00 -0.1721337E-02  0.0000000E+00
         1     6     10  0.1142731E-02  0.2667412E-03  0.0000000E+00  0.0000000E+00  0.1779694E-02  0.1000000E-02

         1     7      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     7      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     7      2  0.1626073E-02 -0.9091040E-04  0.0000000E+00  0.0000000E+00 -0.3824496E-03  0.0000000E+00
         1     7      3  0.2439152E-02 -0.1363466E-03  0.0000000E+00  0.0000000E+00 -0.5736895E-03  0.0000000E+00
         1     7      4  0.3252261E-02 -0.1817700E-03  0.0000000E+00  0.0000000E+00 -0.7649394E-03  0.0000000E+00
         1     7      5  0.4065398E-02 -0.2271808E-03  0.0000000E+00  0.0000000E+00 -0.9561992E-03  0.0000000E+00
         1     7      6  0.4878564E-02 -0.2725789E-03  0.0000000E+00  0.0000000E+00 -0.1147469E-02  0.0000000E+00
         1     7      7  0.5691760E-02 -0.3179643E-03  0.0000000E+00  0.0000000E+00 -0.1338749E-02  0.0000000E+00
         1     7      8  0.6504984E-02 -0.3633370E-03  0.0000000E+00  0.0000000E+00 -0.1530039E-02  0.0000000E+00
         1     7      9  0.7318237E-02 -0.4086970E-03  0.0000000E+00  0.0000000E+00 -0.1721339E-02  0.0000000E+00
         1     7     10  0.1188496E-02  0.1687090E-03  0.0000000E+00  0.0000000E+00  0.1825343E-02  0.1000000E-02

         1     8      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     8      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     8      2  0.1592720E-02 -0.2262664E-03  0.0000000E+00  0.0000000E+00 -0.3824511E-03  0.0000000E+00
         1     8      3  0.2389127E-02 -0.3393844E-03  0.0000000E+00  0.0000000E+00 -0.5736929E-03  0.0000000E+00
         1     8      4  0.3185565E-02 -0.4524922E-03  0.0000000E+00  0.0000000E+00 -0.7649454E-03  0.0000000E+00
         1     8      5  0.3982035E-02 -0.5655898E-03  0.0000000E+00  0.0000000E+00 -0.9562086E-03  0.0000000E+00
         1     8      6  0.4778535E-02 -0.6786773E-03  0.0000000E+00  0.0000000E+00 -0.1147483E-02  0.0000000E+00
         1     8      7  0.5575068E-02 -0.7917546E-03  0.0000000E+00  0.0000000E+00 -0.1338767E-02  0.0000000E+00
         1     8      8  0.6371631E-02 -0.9048218E-03  0.0000000E+00  0.0000000E+00 -0.1530063E-02  0.0000000E+00
         1     8      9  0.7168226E-02 -0.1017879E-02  0.0000000E+00  0.0000000E+00 -0.1721369E-02  0.0000000E+00
         1     8     10  0.1213343E-02  0.6770747E-04  0.0000000E+00  0.0000000E+00  0.1870993E-02  0.1000000E-02

         1     9      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     9      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     9      2  0.1445647E-02 -0.2262664E-03  0.0000000E+00  0.0000000E+00 -0.3824600E-03  0.0000000E+00
         1     9      3  0.2168527E-02 -0.3393844E-03  0.0000000E+00  0.0000000E+00 -0.5737128E-03  0.0000000E+00
         1     9      4  0.2891445E-02 -0.4524922E-03  0.0000000E+00  0.0000000E+00 -0.7649809E-03  0.0000000E+00
         1     9      5  0.3614401E-02 -0.5655898E-03  0.0000000E+00  0.0000000E+00 -0.9562641E-03  0.0000000E+00
         1     9      6  0.4337395E-02 -0.6786773E-03  0.0000000E+00  0.0000000E+00 -0.1147563E-02  0.0000000E+00
         1     9      7  0.5060427E-02 -0.7917546E-03  0.0000000E+00  0.0000000E+00 -0.1338876E-02  0.0000000E+00
         1     9      8  0.5783497E-02 -0.9048218E-03  0.0000000E+00  0.0000000E+00 -0.1530205E-02  0.0000000E+00
         1     9      9  0.6506604E-02 -0.1017879E-02  0.0000000E+00  0.0000000E+00 -0.1721549E-02  0.0000000E+00
         1     9     10  0.1257329E-02  0.6770747E-04  0.0000000E+00  0.0000000E+00  0.2012296E-02  0.1000000E-02

         1    10      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    10      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    10      2 -0.2835120E-03 -0.2492266E-03  0.0000000E+00  0.0000000E+00 -0.5487179E-03  0.0000000E+00
         1    10      3 -0.4252059E-03 -0.3738385E-03  0.0000000E+00  0.0000000E+00 -0.8231991E-03  0.0000000E+00
         1    10      4 -0.5668584E-03 -0.4984493E-03  0.0000000E+00  0.0000000E+00 -0.1097762E-02  0.0000000E+00
         1    10      5 -0.7084696E-03 -0.6230591E-03  0.0000000E+00  0.0000000E+00 -0.1372406E-02  0.0000000E+00
         1    10      6 -0.8500395E-03 -0.7476679E-03  0.0000000E+00  0.0000000E+00 -0.1647132E-02  0.0000000E+00
         1    10      7 -0.9915681E-03 -0.8722757E-03  0.0000000E+00  0.0000000E+00 -0.1921939E-02  0.0000000E+00
         1    10      8 -0.1133055E-02 -0.9968824E-03  0.0000000E+00  0.0000000E+00 -0.2196827E-02  0.0000000E+00
         1    10      9 -0.1274502E-02 -0.1121488E-02  0.0000000E+00  0.0000000E+00 -0.2471797E-02  0.0000000E+00
         1    10     10  0.2517743E-02  0.2790393E-03  0.0000000E+00  0.0000000E+00  0.3064956E-02  0.1000000E-02

         1    11      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    11      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    11      2 -0.3458186E-03 -0.2492266E-03  0.0000000E+00  0.0000000E+00 -0.5487220E-03  0.0000000E+00
         1    11      3 -0.5186655E-03 -0.3738385E-03  0.0000000E+00  0.0000000E+00 -0.8232084E-03  0.0000000E+00
         1    11      4 -0.6914707E-03 -0.4984493E-03  0.0000000E+00  0.0000000E+00 -0.1097778E-02  0.0000000E+00
         1    11      5 -0.8642344E-03 -0.6230591E-03  0.0000000E+00  0.0000000E+00 -0.1372432E-02  0.0000000E+00
         1    11      6 -0.1036956E-02 -0.7476679E-03  0.0000000E+00  0.0000000E+00 -0.1647169E-02  0.0000000E+00
         1    11      7 -0.1209637E-02 -0.8722757E-03  0.0000000E+00  0.0000000E+00 -0.1921989E-02  0.0000000E+00
         1    11      8 -0.1382276E-02 -0.9968824E-03  0.0000000E+00  0.0000000E+00 -0.2196894E-02  0.0000000E+00
         1    11      9 -0.1554874E-02 -0.1121488E-02  0.0000000E+00  0.0000000E+00 -0.2471881E-02  0.0000000E+00
         1    11     10  0.2587466E-02  0.2790393E-03  0.0000000E+00  0.0000000E+00  0.3119298E-02  0.1000000E-02

         1    12      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    12      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    12      2 -0.3832030E-03 -0.2492315E-03  0.0000000E+00  0.0000000E+00 -0.5487245E-03  0.0000000E+00
         1    12      3 -0.5747421E-03 -0.3738493E-03  0.0000000E+00  0.0000000E+00 -0.8232140E-03  0.0000000E+00
         1    12      4 -0.7662395E-03 -0.4984686E-03  0.0000000E+00  0.0000000E+00 -0.1097788E-02  0.0000000E+00
         1    12      5 -0.9576954E-03 -0.6230893E-03  0.0000000E+00  0.0000000E+00 -0.1372447E-02  0.0000000E+00
         1    12      6 -0.1149110E-02 -0.7477113E-03  0.0000000E+00  0.0000000E+00 -0.1647191E-02  0.0000000E+00
         1    12      7 -0.1340483E-02 -0.8723348E-03  0.0000000E+00  0.0000000E+00 -0.1922020E-02  0.0000000E+00
         1    12      8 -0.1531814E-02 -0.9969596E-03  0.0000000E+00  0.0000000E+00 -0.2196933E-02  0.0000000E+00
         1    12      9 -0.1723104E-02 -0.1121586E-02  0.0000000E+00  0.0000000E+00 -0.2471932E-02  0.0000000E+00
         1    12     10  0.2629281E-02  0.2787920E-03  0.0000000E+00  0.0000000E+00  0.3151903E-02  0.1000000E-02

         1    13      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    13      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    13      2 -0.4455109E-03 -0.2492315E-03  0.0000000E+00  0.0000000E+00 -0.5487287E-03  0.0000000E+00
         1    13      3 -0.6682044E-03 -0.3738493E-03  0.0000000E+00  0.0000000E+00 -0.8232233E-03  0.0000000E+00
         1    13      4 -0.8908567E-03 -0.4984686E-03  0.0000000E+00  0.0000000E+00 -0.1097805E-02  0.0000000E+00
         1    13      5 -0.1113468E-02 -0.6230893E-03  0.0000000E+00  0.0000000E+00 -0.1372473E-02  0.0000000E+00
         1    13      6 -0.1336038E-02 -0.7477113E-03  0.0000000E+00  0.0000000E+00 -0.1647229E-02  0.0000000E+00
         1    13      7 -0.1558567E-02 -0.8723348E-03  0.0000000E+00  0.0000000E+00 -0.1922071E-02  0.0000000E+00
         1    13      8 -0.1781054E-02 -0.9969596E-03  0.0000000E+00  0.0000000E+00 -0.2197000E-02  0.0000000E+00
         1    13      9 -0.2003501E-02 -0.1121586E-02  0.0000000E+00  0.0000000E+00 -0.2472015E-02  0.0000000E+00
         1    13     10  0.2698942E-02  0.2787920E-03  0.0000000E+00  0.0000000E+00  0.3206245E-02  0.1000000E-02

         1    14      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    14      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    14      2 -0.4999168E-03 -0.2957205E-03  0.0000000E+00  0.0000000E+00 -0.5487326E-03  0.0000000E+00
         1    14      3 -0.7498131E-03 -0.4435768E-03  0.0000000E+00  0.0000000E+00 -0.8232322E-03  0.0000000E+00
         1    14      4 -0.9996680E-03 -0.5914304E-03  0.0000000E+00  0.0000000E+00 -0.1097821E-02  0.0000000E+00
         1    14      5 -0.1249482E-02 -0.7392814E-03  0.0000000E+00  0.0000000E+00 -0.1372498E-02  0.0000000E+00
         1    14      6 -0.1499254E-02 -0.8871297E-03  0.0000000E+00  0.0000000E+00 -0.1647264E-02  0.0000000E+00
         1    14      7 -0.1748985E-02 -0.1034975E-02  0.0000000E+00  0.0000000E+00 -0.1922119E-02  0.0000000E+00
         1    14      8 -0.1998675E-02 -0.1182818E-02  0.0000000E+00  0.0000000E+00 -0.2197063E-02  0.0000000E+00
         1    14      9 -0.2248324E-02 -0.1330659E-02  0.0000000E+00  0.0000000E+00 -0.2472096E-02  0.0000000E+00
         1    14     10  0.2781469E-02  0.5482777E-03  0.0000000E+00  0.0000000E+00  0.3249714E-02  0.1000000E-02

         1    15      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    15      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    15      2 -0.5641879E-03 -0.3480452E-03  0.0000000E+00  0.0000000E+00 -0.5487381E-03  0.0000000E+00
         1    15      3 -0.8462183E-03 -0.5220576E-03  0.0000000E+00  0.0000000E+00 -0.8232447E-03  0.0000000E+00
         1    15      4 -0.1128206E-02 -0.6960633E-03  0.0000000E+00  0.0000000E+00 -0.1097843E-02  0.0000000E+00
         1    15      5 -0.1410152E-02 -0.8700622E-03  0.0000000E+00  0.0000000E+00 -0.1372533E-02  0.0000000E+00
         1    15      6 -0.1692056E-02 -0.1044054E-02  0.0000000E+00  0.0000000E+00 -0.1647314E-02  0.0000000E+00
         1    15      7 -0.1973918E-02 -0.1218040E-02  0.0000000E+00  0.0000000E+00 -0.1922187E-02  0.0000000E+00
         1    15      8 -0.2255737E-02 -0.1392018E-02  0.0000000E+00  0.0000000E+00 -0.2197151E-02  0.0000000E+00
         1    15      9 -0.2537514E-02 -0.1565990E-02  0.0000000E+00  0.0000000E+00 -0.2472207E-02  0.0000000E+00
         1    15     10  0.2918856E-02  0.8285771E-03  0.0000000E+00  0.0000000E+00  0.3293166E-02  0.1000000E-02

         1    16      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    16      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    16      2 -0.7904172E-03 -0.3480452E-03  0.0000000E+00  0.0000000E+00 -0.5487591E-03  0.0000000E+00
         1    16      3 -0.1185556E-02 -0.5220576E-03  0.0000000E+00  0.0000000E+00 -0.8232919E-03  0.0000000E+00
         1    16      4 -0.1580648E-02 -0.6960633E-03  0.0000000E+00  0.0000000E+00 -0.1097927E-02  0.0000000E+00
         1    16      5 -0.1975693E-02 -0.8700622E-03  0.0000000E+00  0.0000000E+00 -0.1372664E-02  0.0000000E+00
         1    16      6 -0.2370692E-02 -0.1044054E-02  0.0000000E+00  0.0000000E+00 -0.1647503E-02  0.0000000E+00
         1    16      7 -0.2765644E-02 -0.1218040E-02  0.0000000E+00  0.0000000E+00 -0.1922444E-02  0.0000000E+00
         1    16      8 -0.3160550E-02 -0.1392018E-02  0.0000000E+00  0.0000000E+00 -0.2197487E-02  0.0000000E+00
         1    16      9 -0.3555409E-02 -0.1565990E-02  0.0000000E+00  0.0000000E+00 -0.2472633E-02  0.0000000E+00
         1    16     10  0.3457144E-02  0.8285771E-03  0.0000000E+00  0.0000000E+00  0.3434350E-02  0.1000000E-02

         1    17      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    17      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    17      2 -0.3046016E-02 -0.2723252E-03  0.0000000E+00  0.0000000E+00 -0.4619195E-06  0.0000000E+00
         1    17      3 -0.4568738E-02 -0.4085043E-03  0.0000000E+00  0.0000000E+00 -0.1039017E-05  0.0000000E+00
         1    17      4 -0.6091269E-02 -0.5446944E-03  0.0000000E+00  0.0000000E+00 -0.1846798E-05  0.0000000E+00
         1    17      5 -0.7613610E-02 -0.6808955E-03  0.0000000E+00  0.0000000E+00 -0.2885204E-05  0.0000000E+00
         1    17      6 -0.9135762E-02 -0.8171076E-03  0.0000000E+00  0.0000000E+00 -0.4154178E-05  0.0000000E+00
         1    17      7 -0.1065772E-01 -0.9533307E-03  0.0000000E+00  0.0000000E+00 -0.5653665E-05  0.0000000E+00
         1    17      8 -0.1217949E-01 -0.1089565E-02  0.0000000E+00  0.0000000E+00 -0.7383605E-05  0.0000000E+00
         1    17      9 -0.1370108E-01 -0.1225810E-02  0.0000000E+00  0.0000000E+00 -0.9343943E-05  0.0000000E+00
         1    17     10  0.9585368E-02  0.8567544E-03  0.0000000E+00  0.0000000E+00  0.3161307E-02  0.1000000E-02

         1    18      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    18      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    18      2 -0.3114097E-02 -0.2723252E-03  0.0000000E+00  0.0000000E+00 -0.4668657E-06  0.0000000E+00
         1    18      3 -0.4670864E-02 -0.4085043E-03  0.0000000E+00  0.0000000E+00 -0.1050147E-05  0.0000000E+00
         1    18      4 -0.6227443E-02 -0.5446944E-03  0.0000000E+00  0.0000000E+00 -0.1866586E-05  0.0000000E+00
         1    18      5 -0.7783834E-02 -0.6808955E-03  0.0000000E+00  0.0000000E+00 -0.2916125E-05  0.0000000E+00
         1    18      6 -0.9340039E-02 -0.8171076E-03  0.0000000E+00  0.0000000E+00 -0.4198709E-05  0.0000000E+00
         1    18      7 -0.1089606E-01 -0.9533307E-03  0.0000000E+00  0.0000000E+00 -0.5714280E-05  0.0000000E+00
         1    18      8 -0.1245189E-01 -0.1089565E-02  0.0000000E+00  0.0000000E+00 -0.7462783E-05  0.0000000E+00
         1    18      9 -0.1400753E-01 -0.1225810E-02  0.0000000E+00  0.0000000E+00 -0.9444160E-05  0.0000000E+00
         1    18     10  0.9799443E-02  0.8567544E-03  0.0000000E+00  0.0000000E+00  0.3215605E-02  0.1000000E-02

         1    19      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    19      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    19      2 -0.3154954E-02 -0.2724363E-03  0.0000000E+00  0.0000000E+00 -0.4698347E-06  0.0000000E+00
         1    19      3 -0.4732158E-02 -0.4087543E-03  0.0000000E+00  0.0000000E+00 -0.1056829E-05  0.0000000E+00
         1    19      4 -0.6309180E-02 -0.5451388E-03  0.0000000E+00  0.0000000E+00 -0.1878468E-05  0.0000000E+00
         1    19      5 -0.7886021E-02 -0.6815898E-03  0.0000000E+00  0.0000000E+00 -0.2934697E-05  0.0000000E+00
         1    19      6 -0.9462679E-02 -0.8181073E-03  0.0000000E+00  0.0000000E+00 -0.4225459E-05  0.0000000E+00
         1    19      7 -0.1103916E-01 -0.9546912E-03  0.0000000E+00  0.0000000E+00 -0.5750701E-05  0.0000000E+00
         1    19      8 -0.1261545E-01 -0.1091342E-02  0.0000000E+00  0.0000000E+00 -0.7510366E-05  0.0000000E+00
         1    19      9 -0.1419157E-01 -0.1228058E-02  0.0000000E+00  0.0000000E+00 -0.9504401E-05  0.0000000E+00
         1    19     10  0.9927805E-02  0.8556540E-03  0.0000000E+00  0.0000000E+00  0.3248184E-02  0.1000000E-02

         1    20      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    20      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
